id,source,text
1871,2007-eirene_fun_7-2,15.2     Functional requirements
1872,2007-eirene_fun_7-2,"15.2.1     Implementation  of  direct  mode  is  optional.  Where  the  facility  is  provided,  the  following requirements are mandatory. (O)"
1873,2007-eirene_fun_7-2,15.2.2     Principal requirements are: (M  see above)
1874,2007-eirene_fun_7-2,"it is sufficient that the user may talk or listen only, but not both. The ability to talk  shall be achieved through use of the Push-To-Talk function;"
1875,2007-eirene_fun_7-2,"if more than one channel is provided, there must be a function allowing the user to  manually select the channel;"
1876,2007-eirene_fun_7-2,"where equipment provides both normal and direct mode capability, the user shall  be able to switch between the two modes in a straightforward manner (but not by  accident);"
1877,2007-eirene_fun_7-2,"controls shall be simple to use, eg:"
1878,2007-eirene_fun_7-2,battery life for handportables operating in direct mode shall be a minimum of 8  hours based on the following cycle:
1879,2007-eirene_fun_7-2,"when direct mode is used as a fall-back, an audible and visual indication shall be  provided of normal mobile telephony services returning."
1880,2007-ertms,ERTMS/ETCS Functional Requirements Specification FRS
1881,2007-ertms,"This document defines the functional requirements for ERTMS/ETCS (EUROPEAN RAIL TRAFFIC MANAGEMENT SYSTEM / EUROPEAN TRAIN CONTROL SYSTEM). The document primarily defines the operational requirements and therefore contains only a few technical terms. For consistency reasons, all functional requirements not implemented in the SRS 2.3.0 have been removed from this version."
1882,2007-ertms,In the requirements of this document:
1883,2007-ertms,(M) = Mandatory:The requirement shall be respected in every ETCS application. The applicable requirements stated in ETCS SRS and lower level mandatory specifications shall be respected.
1884,2007-ertms,"(O) = Optional:It is not mandatory to implement this function in every ETCS application. If implemented, the applicable requirements stated in ETCS SRS and lower level mandatory specifications shall be respected. Note that the CCS TSI may define specific conditions, where implementation of O functions may be required for safety reasons."
1885,2007-ertms,ETCS shall provide the driver with information to allow him to drive the train safely.
1886,2007-ertms,ETCS shall be able to supervise train and shunting movements.
1887,2007-ertms,If the supervision is performed by a RBC it shall be possible to prevent movements of a traction unit in its area if not authorised by the RBC.
1888,2007-ertms,ETCS is required to be functional to a maximum train speed of 500 km/h.
1889,2007-ertms,The following definitions shall apply for the ETCS application levels:
1890,2007-ertms,It shall be possible to implement one or more of the ETCS application levels on a line.
1891,2007-ertms,"Trains equipped for ERTMS/ETCS application level 3 shall be able to run on lines equipped with ERTMS/ETCS application level 3, 2, 1 and 0, trains equipped for ERTMS/ETCS application level 2 shall be able to run on lines equipped with ERTMS/ETCS application level 2, 1 and 0 and trains equipped for ERTMS/ETCS application level 1 shall be able to run on lines equipped with ERTMS/ETCS application level 1 and 0."
1892,2007-ertms,The current application level shall be indicated on the DMI.
1893,2007-ertms,"The driver shall acknowledge the level transitions, if requested from trackside. If the driver does not acknowledge after the transition the brake shall be applied. If the driver acknowledges afterwards, the brake can be released"
1894,2007-ertms,ETCS shall be compatible with existing national systems listed in the CCS TSI such that it does not interfere with the national systems and is not interfered with by the national systems.
1895,2007-ertms,The ETCS trainborne equipment shall be capable of supervising the following operational states:
1896,2007-ertms,Any transition which occurs while the train is moving shall in principle occur automatically.
1897,2007-ertms,"Transitions which occur while the train is stationary, shall be initiated automatically or manually as appropriate."
1898,2007-ertms,"If, as a result of an automatic transition, except for transitions to and from National Operation (STM), the responsibility for the driver increases, the ETCS shall seek an acknowledgement from the driver, whether the train is stationary or not."
1899,2007-ertms,"For transitions to and from National Operation (STM) the ETCS shall request, an acknowledgement by the driver."
1900,2007-ertms,"In case the transition has to be acknowledged and the driver fails to acknowledge as required, the ETCS shall initiate a brake application"
1901,2007-ertms,During the transition period between two operational states (including two different national operations) the supervision provided shall at least ensure the same protection provided by the least restrictive state.
1902,2007-ertms,"If an ETCS equipped train passes a level transition to a line fitted with more than one level, the onboard shall switch to the highest level, according to the priority given by trackside, for which it is equipped."
1903,2007-ertms,"If an ETCS equipped train passes a level transition to one or more levels for which it is not equipped, ETCS shall initiate a brake application."
1904,2007-ertms,The current operational status shall be indicated to the driver on the DMI
1905,2007-ertms,The ETCS on-board shall be capable of receiving National values from the trackside to adapt to National requirements
1906,2007-ertms,National values shall be applicable to a defined area
1907,2007-ertms,Once received onboard the national values shall remain valid even if the onboard equipment is switched off
1908,2007-ertms,"If the on-board has no valid national values for the current location, default values shall be used by the onboard equipment."
1909,2007-ertms,"Default values shall be harmonised values, permanently stored in all ERTMS/ETCS on board equipment"
1910,2007-ertms,"At Start Up, the on board equipment shall perform an automatic self-test."
1911,2007-ertms,The test shall require no action on the part of the driver.
1912,2007-ertms,The DMI shall indicate the result of the self-test.
1913,2007-ertms,Train data shall be entered before the on-board ETCS equipment allows train movement.
1914,2007-ertms,The driver shall be able to select Train Data Entry on the DMI.
1915,2007-ertms,Entering or overwriting data manually by the driver shall be possible but only when stationary.
1916,2007-ertms,The driver shall be able to consult train data when the train is stationary or moving.
1917,2007-ertms,Current train data shall be stored (except at transition to shunting) in the ETCS equipment until the traction unit is not operative.
1918,2007-ertms,Stored train data shall be offered to the driver to be confirmed when Data Entry starts.
1919,2007-ertms,"The system for Train Data Entry shall provide for the input of other data required by STMs connected to ETCS. This may require additional items, not required for ETCS, to be entered."
1920,2007-ertms,The entry of driver identification and the selection of the language shall be possible.
1921,2007-ertms,The change of driver identification during a journey or a Train Running Number shall be possible
1922,2007-ertms,"Following successful completion of Train Data Entry, the driver shall be able to perform shunting movements or train movements."
1923,2007-ertms,Data required for brake calculation
1924,2007-ertms,Data additional required for STM (if any)
1925,2007-ertms,If the onboard fails to contact the RBC when awakening the driver shall be asked to enter the RBC contact details
1926,2007-ertms,"An ETCS equipped traction unit shall be capable of being moved in Shunting without train data, track data or movement authority."
1927,2007-ertms,Transfer to Shunting on driver’s selection shall only be possible when stationary.
1928,2007-ertms,To prevent unauthorised use of the function permission shall be obtained from the RBC if the train is operating under the control of the RBC.
1929,2007-ertms,Permission received shall be indicated to the driver.
1930,2007-ertms,"It shall be possible to manually select Shunting from Stand By operation, Full Supervision operation or Partial Supervision operation"
1931,2007-ertms,"Before authomatic transition to Shunting, ETCS shall request confirmation from the driver."
1932,2007-ertms,ETCS shall supervise Shunting operation to a permitted national speed value.
1933,2007-ertms,The supervised Shunting speed shall be indicated to the driver on request.
1934,2007-ertms,"It shall be possible to apply the train trip function, if the shunting movement passes a signal showing ""danger for shunting""."
1935,2007-ertms,Exit from Shunting shall only be possible when the train is stationary.
1936,2007-ertms,Exit from Shunting shall take place when the driver selects exit from shunting.
1937,2007-ertms,"Partial Supervision shall be selected either by the Driver, or by information received from track-to-train transmission."
1938,2007-ertms,If acknowledgement is specified the driver shall acknowledge transfer from Full Supervision to Partial Supervision within 5 seconds
1939,2007-ertms,Partial Supervision shall be indicated on the DMI.
1940,2007-ertms,In Partial Supervision the train shall be supervised according to train speed and distance data available.
1941,2007-ertms,The train shall have the capability of being supervised to a ceiling speed.
1942,2007-ertms,This ceiling speed shall not be shown continually on the DMI but may be shown momentarily when selected by the driver.
1943,2007-ertms,"The train shall leave Partial Supervision when the trainborne equipment is not operative any longer, when Shunting is selected or when Full Supervision is available."
1944,2007-ertms,It shall be possible to order a train trip when passing a stop signal
1945,2007-ertms,Transferring to Full Supervision shall occur automatically when a movement authority and all other necessary information is received through track-to-train transmission.
1946,2007-ertms,It shall be possible for the trackside to ask a driver for confirmation about the occupancy of the track ahead before sending a Full Supervision movement authority.
1947,2007-ertms,Full Supervision shall provide supervision of speed and distance.
1948,2007-ertms,"The trainborne equipment shall remain in Full Supervision until the trainborne equipment is not active any longer, when Shunting is selected or when Partial Supervision information is received."
1949,2007-ertms,The ETCS trainborne equipment shall be capable of being isolated.
1950,2007-ertms,"When the ETCS trainborne equipment is isolated, the system shall not show any ETCS information other than the fact that the system is isolated."
1951,2007-ertms,Isolation of the ETCS trainborne equipment shall disconnect the ETCS trainborne equipment from the vehicle braking system.
1952,2007-ertms,The ETCS trainborne equipment shall be capable of receiving information from the national train control systems by means of the STM.
1953,2007-ertms,The DMI shall display or be compatible with information from national train control systems. This may mean displaying the information shown by the national system.
1954,2007-ertms,Unfitted operation shall be possible if ordered by trackside
1955,2007-ertms,Unfitted operation shall be possible if selected by the driver at start up
1956,2007-ertms,The on board shall supervise the train against a ceiling speed
1957,2007-ertms,The onboard shall be capable to switch to another ETCS status when transmitted from trackside
1958,2007-ertms,The ETCS on-board shall be capable of receiving track description from the trackside.
1959,2007-ertms,It shall be possible to send information on adhesion conditions from trackside.
1960,2007-ertms,"It shall also be possible, to allow the driver to change the adhesion conditions; in this case information from trackside has priority."
1961,2007-ertms,The trackside shall be able to send information for the calculation of speed profiles.
1962,2007-ertms,"If track data at least to the location where the relevant movement authority ends are not available on-board, the movement authority shall be rejected."
1963,2007-ertms,Track to train transmission shall provide the capability to send different speed profiles for specific train categories.
1964,2007-ertms,"The ETCS trainborne equipment shall supervise the end of movement authority, if this information is available on-board."
1965,2007-ertms,The target distance to be displayed on the DMI shall be based on the most restrictive braking curve.
1966,2007-ertms,"Together with the movement authority, the on board shall be able to receive one or more time-out(s) for certain sections of the movement authority, and shorten the movement authority accordingly when a time out expires."
1967,2007-ertms,"Using train data and infrastructure data, braking curves shall be calculated taking into account the target information but not the location of vehicles occupying the track."
1968,2007-ertms,The ceiling speed level for the movement authority shall be defined as data National Value.
1969,2007-ertms,"Before entering an occupied track, a driver acknowledgement shall be requested."
1970,2007-ertms,The train shall be supervised according to train speed data available.
1971,2007-ertms,"The train shall, as a minimum, be supervised to a ceiling speed; the supervised speed shall not be shown on the DMI unless selected by the driver."
1972,2007-ertms,The target distance shall not be shown on the DMI unless selected by the driver.
1973,2007-ertms,"On request of the RBC, the driver shall have the possibility to confirm that the track ahead of him until the end of the on sight section is clear"
1974,2007-ertms,ETCS shall collect all relevant information concerning train and line speed.
1975,2007-ertms,ETCS shall calculate the permitted speed for the train for all locations of the authorised movement.
1976,2007-ertms,This static train speed profile shall also respect maximum line speed and track speed and special speed levels for special classes of trains.
1977,2007-ertms,"Based on all relevant data, the ETCS shall calculate an emergency braking curve and a service braking curve"
1978,2007-ertms,"When changing to a lower speed level, the front end of the train shall respect the dynamic train speed profile."
1979,2007-ertms,When changing to a higher speed level the rear end of the train shall respect the static train speed profile.
1980,2007-ertms,It shall be possible to define certain locations (e.g. tunnels) where speed increase is related to the front of the train.
1981,2007-ertms,The braking curves shall ensure that the train complies with its speed requirements.
1982,2007-ertms,Where failure to apply the full service brake is detected the emergency brake shall stop the train in rear of the danger point.
1983,2007-ertms,"The release speed shall be calculated on board, based on either:"
1984,2007-ertms,The release speed shall be indicated on the DMI.
1985,2007-ertms,If the release speed is calculated on board it shall ensure that the train will stop before reaching the danger point
1986,2007-ertms,"When the train is stationary or after a certain time (e.g. the time for ""route releasing"" of the overlap, the release speed calculation shall be based on the distance to the danger point (if calculated on-board). The condition for this change shall be defined for each target as infrastructure data."
1987,2007-ertms,Each railway shall have the possibility of allowing a different release speed for every signal.
1988,2007-ertms,The ETCS trainborne equipment shall be able to determine the location of the entire train.
1989,2007-ertms,"On lines fitted with RBC, the ETCS trainborne equipment shall be able to transmit the location of the entire train to the RBC."
1990,2007-ertms,The train location calculation shall take into account error of odometry.
1991,2007-ertms,Actual speed shall be indicated on the DMI
1992,2007-ertms,"There shall be no discrepancy between the speed shown to the driver and the speed used for supervision of movement authorities and speed limits, function"
1993,2007-ertms,The indication provided shall enable the driver to drive at the permitted speed without receiving a warning and without intervention of ETCS.
1994,2007-ertms,The driver shall know the distance to the next point defining the indicated braking curve and the permitted speed allowed. This shall be shown to the driver in a way that is understandable and logical.
1995,2007-ertms,Visual and acoustic warnings to the driver about possible intervention from ETCS shall be given to enable the driver to react and avoid intervention.
1996,2007-ertms,"The driver shall have the possibility to select the language, this does not concern non pre-defined texts sent from the trackside."
1997,2007-ertms,A train shall be supervised to its static and dynamic train speed profiles.
1998,2007-ertms,"Within the braking curve area, a warning shall be given to the driver to enable him to react and avoid intervention from ETCS equipment at least 5 sec. before the intervention."
1999,2007-ertms,"If the train or the shunting movement exceeds the permitted ceiling speed by a certain harmonised margin, the trainborne equipment shall execute a brake intervention until the actual speed does not exceed permitted speed; then the driver shall be able to release the brake"
2000,2007-ertms,The driver shall be able to release an ETCS emergency brake application when stationary.
2001,2007-ertms,To protect a traction unit from roll away and unwanted reverse movements the trainborne equipment shall monitor the direction of movement in relation to the permitted direction.
2002,2007-ertms,"The trainborne equipment shall apply the emergency brake after a distance, defined by a national value, is travelled by the train."
2003,2007-ertms,The roll away/reverse movement intervention shall be indicated on the DMI.
2004,2007-ertms,"When the traction unit has come to a standstill, the driver shall be able to release the emergency brake."
2005,2007-ertms,After releasing the emergency brake ETCS will provide the supervision appertaining when roll away protection was initiated
2006,2007-ertms,When using more than one traction unit this function shall be disabled in all but the leading traction unit.
2007,2007-ertms,"All data entered, received or indicated to the driver shall be recorded onboard. All data shall be related to UTC (Universal Time Corrected) and a reference point."
2008,2007-ertms,Information shall be recorded to an accuracy which enables a clear view of the functioning of ETCS and way the traction unit has been driven.
2009,2007-ertms,Standardised output interfaces shall enable transmission of information recorded to other media for investigation
2010,2007-ertms,The retention period for the recorded data will be different and two levels are foreseen:
2011,2007-ertms,"Data to enable investigation of accidents need only be stored for at least 24 hours, and shall be very detailed."
2012,2007-ertms,Operational data to enable assessment of driver performance shall be stored for at least one week.
2013,2007-ertms,The following information shall be recorded:
2014,2007-ertms,It shall be possible to use multiple traction units without isolating the ETCS trainborne equipment on traction unit(s) with an in-operative cab.
2015,2007-ertms,Information received shall not influence the traction unit(s) with in-operative cabs.
2016,2007-ertms,It shall be possible to use tandem traction units without isolating the ETCS trainborne equipment on the tandem traction unit.
2017,2007-ertms,The driver shall enter the driver ID
2018,2007-ertms,It shall be possible to drive the train backwards in a supervised way (speed and distance) according to information received from trackside
2019,2007-ertms,Functions required in the event of incidents or other (non ETCS) system failures
2020,2007-ertms,The train speed shall be at or below a speed specified by a national value.
2021,2007-ertms,The driver shall select an override control according to the permission received.
2022,2007-ertms,The override control shall be protected against inadvertent operation.
2023,2007-ertms,"When the train passes the stop signal, the train trip function shall be suppressed."
2024,2007-ertms,Actual speed shall still be shown on the DMI.
2025,2007-ertms,A special indication shall be shown on the DMI.
2026,2007-ertms,The supervised speed shall not be shown on the DMI.
2027,2007-ertms,The train shall be capable of receiving any track-to-train information intended and relevant for this train including movement authority.
2028,2007-ertms,If supervised by an RBC it shall be possible to command an emergency stop to all trains in a particular area or to a specific train
2029,2007-ertms,It shall be possible to command an immediate train stop.
2030,2007-ertms,It shall be possible to command a conditional emergency stop. If the train has already passed the location for the emergency stop the command shall be ignored
2031,2007-ertms,When a train has received an emergency stop ETCS shall command the emergency brake.
2032,2007-ertms,The emergency stop shall be indicated to the driver on the DMI.
2033,2007-ertms,It shall be possible to prevent a train from entering a route for which it does not meet the required criteria.
2034,2007-ertms,Route unsuitability shall be indicated on the DMI.
2035,2007-ertms,The driver shall be able to override the function when the train is stationary.
2036,2007-ertms,After overriding this function the movement authority shall be re-established.
2037,2007-ertms,When a traction unit passes a stop-signal the emergency brake shall be triggered.
2038,2007-ertms,Operation of the train trip shall be indicated on the DMI.
2039,2007-ertms,The emergency brake shall be applied until the traction unit is stationary.
2040,2007-ertms,When the traction unit is stationary the driver shall be required to acknowledge the train trip condition. This acknowledgement will release the emergency brake.
2041,2007-ertms,After the acknowledgement the driver shall be able to continue the movement
2042,2007-ertms,After the acknowledgement the train shall be able to be driven backwards for a certain distance defined by national value
2043,2007-ertms,The ETCS trainborne equipment shall transmit its own train identification to the RBC.
2044,2007-ertms,The train running number shall consist of a maximum of 8 numeric digits.
2045,2007-ertms,"On demand, the position of the front end of the train at the time of the demand shall be indicated on the DMI. This shall be possible while the train is moving or stationary."
2046,2007-ertms,The ETCS on-board shall be capable of receiving information about pantograph and power supply from the trackside.
2047,2007-ertms,The ETCS trainborne equipment shall indicate on the DMI the information regarding pantograph and power supply.
2048,2007-ertms,The information regarding lowering and raising of the pantograph and opening/closing of the circuit breaker shall be provided separately and in combinations.
2049,2007-ertms,The ETCS on-board shall be capable of receiving information regarding air tightness from the trackside.
2050,2007-ertms,It shall be possible to send plain text messages from track to train.
2051,2007-ertms,"When the plain text message appears on the DMI, the driver shall be alerted."
2052,2007-ertms,The onboard equipment shall display plain text messages as received.
2053,2007-ertms,The character set used shall support different languages.
2054,2007-ertms,It shall be possible to send fixed text messages from track to train
2055,2007-ertms,Fixed text messages shall be provided in the language selected by the driver
2056,2007-ertms,It shall be possible to send information regarding the inhibition of the following different types of brake:
2057,2007-ertms,Information shall be shown on the DMI
2058,2007-ertms,The ETCS on-board shall be capable of sending to the trackside train integrity information detected by a system outside ETCS
2059,2007-ertms,The driver shall be able to confirm the train integrity to the RBC manually. The confirmation requires the train to be stationary.
2060,2007-ertms,"The on board shall be capable of sending train data to the trackside after confirmation by the driver, or when entering the RBC area"
2061,2007-ertms,The following train data shall be sent from the on board to the trackside:
2062,2007-ertms,It shall be possible to revoke a Movement Authority that has already been issued to a train in a co-operative way between RBC and train.
2063,2007-ertms,"The co-operative revocation of the MA shall be possible to a new target location, proposed from RBC."
2064,2007-ertms,The new target location shall be checked for acceptance by the on board.
2065,2007-ertms,If a train cannot stop at the proposed new target location it shall reject the request and keep the old target location.
2066,2007-ertms,The Reversing function shall only be possible in one active cab which is not closed at any time during the procedure.
2067,2007-ertms,Reversing shall be possible as defined by a value given with the MA
2068,2007-ertms,The driver shall be able to use the Reversing function without needing to re-confirm the train data.
2069,2007-ertms,Reversing shall be supervised to a distance and speed set as National Values
2070,2007-ertms,Once the train starts reversing the MA shall be cancelled.
2071,2007-ertms,The train shall be able to automatically pass from one RBC area to another without driver intervention.
2072,2007-ertms,If the train is equipped with two operational radios there shall be no performance penalty as a result of a transition from one RBC to another (train spacing and train speed).
2073,2007-ertms,"If the train is equipped with only one operational radio, passing from one RBC to another shall still be possible but might result in a performance penalty."
2074,2007-ertms,"In the event of a Transmission Failure the following reactions, shall be capable of being applied in accordance with a National Value:"
2075,2007-ertms,Option 1. The ETCS trainborne equipment shall immediately command the emergency brake. The failure shall be shown on the DMI.
2076,2007-ertms,Option 2. The ETCS trainborne equipment shall immediately command the full service brake. The failure shall be shown on the DMI.
2077,2007-ertms,"Option 3. The train may proceed unrestricted to the end of its movement authority. The indication on the DMI shall remain, and the driver shall be informed about the loss of transmission."
2078,2007-ertms,"If there are failures of the trainborne equipment which compromise the safety of train supervision, the ETCS trainborne equipment shall immediately command the brake and bring the train to a stop."
2079,2007-ertms,The occurrence of a failure shall be displayed on the DMI.
2080,2007-ertms,"In ETCS with RBC this restriction on performance shall, if possible be transmitted to the RBC."
2081,2007-ertms,The distance between a train following another train shall be equal to or greater than the braking distance of the following train.
2082,2007-ertms,The driver’s approval/validation that new data/information shall be taken into account by the system.
2083,2007-ertms,Part of an entrance route located after the end of the route and locked as the route. The overlap must not be released until the train has stopped.
2084,2007-ertms,"A train movement, in which the driver is not situated in the leading vehicle. When reversing the operative cab of a locomotive is not next to the train being reversed. The operative cab of a train set will be an integral part of that train set. In both cases the master switch is in Reverse."
2085,2007-ertms,A data base providing infrastructure data required for train operation.
2086,2007-ertms,The ETCS System Requirements Specification document.
2087,2007-ertms,"The ETCS Sub-System Requirements Specifications (e.g. ETCS cab, ETCS balise, ETCS radio)"
2088,2007-ertms,"Two or more traction units, mechanically and pneumatically but not electrically coupled together, used in the same train. Each traction unit requires a separate driver."
2089,2007-ertms,Data that characterises a train and which is required by ETCS in order to supervise a train movement
2090,2007-ertms,Audible and/or visual indication to alert the driver to a condition which requires a positive action by the driver.
2091,2008 - keepass,Software Requirements Specification for KeePass Password Safe
2092,2008 - keepass,· When writing this document it was inherited that all requirements have the same priority. · First there is presented an overall view about KeePass and then all features and functions are analyzed in detail.
2093,2008 - keepass,"This requirement document contains general information about KeePass, main classes and use cases, functions, features and special technologies. It describes in detail all that KeePass needs to work properly and with safety. The rest of the document is divided into chapters for better understanding."
2094,2008 - keepass,"In chapter 2 an overall description of KeePass is provided. First product perspective is presented with product features and main functions. Then follow user classes and characteristics, operating environments that KeePass supports as well as design and implementation constraints. After all that user documentation is presented and will provide you with more details about each feature’s technology."
2095,2008 - keepass,"In chapter 3 most important features are presented with detailed description, use cases and requirements."
2096,2008 - keepass,In chapter 5 requirements about safety and performance are presented.
2097,2008 - keepass,"Entry – Add, View/Edit, Duplicate, Delete A new entry can be added in any group or subgroup and it contains title, username, password, URL and notes. Not all fields are required for an entry. An entry can be duplicated and deleted in the click of a button."
2098,2008 - keepass,Auto-Type The user can select a sequence of keypresses that KeePass will be able to perform and send them to any window or browser.
2099,2008 - keepass,"Composite Master Key To open a database you must use all key sources such as password, key file and/or Windows account details that were used when the Master Key was created. All these together form the Composite Master Key and are all required in order to open the database. So the user cannot use a combination of them to unlock the database."
2100,2008 - keepass,"URL Field The URL field supports various special protocols and placeholders and can be used for Standard capabilities where URL field can execute valid URLs for which a protocol handler is defined. In addition to that, KeePass supports all registered protocols that Internet Explorer supports. URL field also offers the ability of executed command lines instead of URLs. Also, placeholders can be used that will be automatically replaced when the URL is executed."
2101,2008 - keepass,Lock Workspace Last but not least at all is the locking workspace feature. This feature is turned on and locks the database when minimized. So to unlock it the Master Key is required again. The workspace can be locked manually as well by selecting this option from File menu.
2102,2008 - keepass,System features are organized by use cases and functional hierarchy so that the main functions of the system will be understandable.
2103,2008 - keepass,It is the first thing a user must do to begin using KeePass. Its main function is the determination of the master password that will unlock the database from now on
2104,2008 - keepass,REQ-1: KeePass must be downloaded and installed
2105,2008 - keepass,"When choosing to open a database a user is transferred to his documents where he navigates to find the database he wants. When the database is found, the master password is wanted so that the database will be unlocked. Once this is done the user is free to access his data."
2106,2008 - keepass,Folder selected must be of type the database can read and that is “name”.kdb
2107,2008 - keepass,Databases must have different names or else the previews one will be replace if selected
2108,2008 - keepass,There must be entries in the database in order for them to be printed
2109,2008 - keepass,"There is the ability to search in the database for usernames, groups, passwords, URLs, notes and titles. This is very useful when the user needs to find out very quickly which password is required in one account or what username he has put on another account. It is not necessary to write in the search field all characters. By writing just one character the database will present all data which contains it or are related with it."
2110,2008 - keepass,"All data related to the word must be shown. For example if user types “abc” and abc is part of a password and of a username, both entries must be shown"
2111,2008 - keepass,There is the ability to organize data into groups and subgroups. The user can create a new group or subgroups into an existing group. When creating a group/subgroup the user must select a name and then he can add entries into it.
2112,2008 - keepass,A name is required in order for the new group/subgroup to be created
2113,2008 - keepass,A name is required in order for the group/subgroup to be renamed
2114,2008 - keepass,"When a user wants to delete an existing group/subgroup he can do this by selecting Delete group/subgroup from the edit menu. In order for that to happen, he must have chosen first a group/subgroup."
2115,2008 - keepass,User selects the fields which will be searched
2116,2008 - keepass,In order to find something in a group a word must be placed in the find field
2117,2008 - keepass,A message appears “the repeated password must be identical with the password
2118,2008 - keepass,An entry must belong to a group to be created
2119,2008 - keepass,When the password field is completed the repeat password field must be completed
2120,2008 - keepass,REQ-13: Password field and repeat password field must be identical
2121,2008 - keepass,"The user can modify the context of an entry he already has added. This can be done by selecting view/edit entry. In order for that to happen, the user must select an entry first. When he does this, the form he filled in when he created or last modified the entry open. Then the user can change the group, title, user name, password, URL, notes, expiration date and attachment file. His changes are saved by clicking OK."
2122,2008 - keepass,ìAn entry must be selected to be viewed or modified
2123,2008 - keepass,ìWhen the password field is changed the repeat password field must be Changed and be identical with password field
2124,2008 - keepass,An entry must be selected before it is duplicated
2125,2008 - keepass,REQ-17: An entry must be selected to be deleted
2126,2008 - keepass,"REQ-18: An internet connection and a browser are required in order to download new language translations For the following features, use cases are not included"
2127,2008 - keepass,This feature allows user to define a sequence of keypresses which KeePass will automatically perform.
2128,2008 - keepass,The prefix “Auto-Type:” is required in front of each sequence
2129,2008 - keepass,Sequence’s length must not be more than a line (59 characters)
2130,2008 - keepass,This feature allows user to pass a file patch in the command line so that KeePass will open it immediately after start up.
2131,2008 - keepass,"In case a space is found in the path, it must be enclosed into quotes"
2132,2008 - keepass,This feature is a composition of master password and key files and all its composites are required so that the database can be unlocked.
2133,2008 - keepass,"If a master password is required to unlock the database, the database doesn’t open unless the password is entered"
2134,2008 - keepass,"If a key file is required to unlock the database, the database doesn’t open unless the key file is present"
2135,2008 - keepass,"If there is a composite key, both master password and key file are required"
2136,2008 - keepass,Internet connection and a browser are required in order for several functions to be executed such as downloading plug-ins
2137,2008 - keepass,"When a password is copied, it remains on memory for only 10 seconds. If in the meanwhile it is not pasted anywhere, it must be copied again. That happens so that if user copies a password and not paste it anywhere, the password cannot be found by anyone later."
2138,2008 - keepass,KeePass is a small and light project so it does not need to be installed. All it takes is unpacking from the Zip package. It can be transferred also in a USB stick with no additional  configuration needed.
2139,2008 - peering,Software Requirements   Specification   for   Internetworking of   Content Delivery Networks   through Peering
2140,2008 - peering,"CDN peering allows different CDN providers to share resources in order to provide larger scale       and/or reach to each participant than they could not achieve otherwise. It is formed by a set of       autonomous CDNs, which cooperate through a mechanism that provides facilities and infrastructure       for cooperation in order to virtualize multiple providers. It is expected that an effective peering       arrangement between CDNs would require multiple steps to occur."
2141,2008 - peering,It generates service requirements as the basis for negotiated relationships.
2142,2008 - peering,It passes the service requirements to the PA.
2143,2008 - peering,"It exchanges policy, resource information, and service requirements with external PAs."
2144,2008 - peering,Service registration is triggered when either one of the following occurs: (a) resources           are available as a provider starts operating; (b) previously registered resource           information needs to be updated; (c) available local resource information is required in           the event of traffic surges; and (d) local and delegated external resource information is           to be encapsulated in an SR instance included in an established peering arrangement.
2145,2008 - peering,There is an established norm that any resource failure will be reported
2146,2008 - peering,SR: Sends resource and access information.           PR: Sends policy information for establishing negotiated relationships           PA: Receives service requirements from the mediator.
2147,2008 - peering,"Upon receiving the initialization request to trigger peering, the mediator generates           service requirements and passes it to local PA."
2148,2008 - peering,Service requirements are generated and they are sent to the local PA.
2149,2008 - peering,The mediator generates service requirements.
2150,2008 - peering,"If the service requirements are acceptable according to the provider’s policy, mediator passes it to the local PA."
2151,2008 - peering,"If the user requests can not be accepted according the provider policies, service           requirements are not passed to the local PA."
2152,2008 - peering,The format of service requirements is defined.
2153,2008 - peering,Service requirements are received from the mediator.
2154,2008 - peering,Local PA receives service requirements from the mediator.
2155,2008 - peering,"Else, mediator re-evaluates service requirements and sends to the local PA to perform re-negotiation."
2156,2008 - peering,There could be circumstances under which a given peering arrangement may need to disband or rearranges         itself. This feature is associated with the use case shown in Figure 7.
2157,2008 - peering,"This section describes the logical characteristics of each interface between the intended software     product and the users. For user interface design, common GUI standards will be followed along with     the presence of keyboard shortcuts, error message display standards etc., and standard buttons and     functions (i.e. help) will appear on every screen. Details of the user interface design are intended to be     documented in a separate user interface specification."
2158,2009 - peppol approved,"Functional and non-functional requirements   specification for the VCD, including critical   synthesis, comparison and assessment of   national vs. pan-European needs"
2159,2009 - peppol approved,The executive summary will be elaborated and improved in the upcoming Version 1.2.
2160,2009 - peppol approved,The conclusions will be amended in the upcoming Version 1.2 of D 2.1.
2161,2009 - peppol approved,The VCD schema specification comprised of a logical data model and a physical         representation in XML will be the standard format to ensure interoperable VCD package         implementation.
2162,2009 - peppol approved,"Besides above technical specifications, the evaluation of legal compliance of these technical         specifications is performed. The results of these evaluations will be fed into the specifications         of the components indicated above."
2163,2009 - peppol approved,"Likewise, organisational specifications will detail the processes of interaction between users,         the scenarios for the production pilots, test and evaluation guidelines as well as business         models of pilots, and governance and maintenance structures to ensure long-term         sustainability."
2164,2009 - peppol approved,"1. The VCD will support any authorised entities (economic operator, intermediary, contracting           authority or IT service such as an eTendering system) in creating an electronic information           package consisting of the required documentation, evidences, proof, attestations, certificates,           declarations and metadata."
2165,2009 - peppol approved,"2. In order to create the VCD, an implemented IT system will have to collect certificates and           attestations from existing registries. It also enables the economic operator to add self-declarations           or other documents of formal qualification."
